1758854508.577861, 0.1, 0.0, 1
1758854509.5781784, 1.1, 119.92, 1
1758854510.579214, 2.1, 3025.81, 1
1758854511.5802603, 3.1, 3407.87, 1
1758854512.5813682, 4.1, 3559.92, 1
1758854513.5826006, 5.1, 3139.44, 2
1758854514.5838912, 6.1, 3707.76, 2
1758854515.5850632, 7.1, 6510.61, 2
1758854516.5863278, 8.1, 7017.07, 2
1758854517.5871756, 9.1, 7017.07, 2
1758854518.5881236, 10.1, 6892.39, 4
1758854519.589491, 11.1, 8542.64, 4
1758854520.590907, 12.1, 13639.88, 4
1758854521.5919347, 13.1, 13308.53, 4
1758854522.5929103, 14.1, 14034.14, 4
1758854523.5938706, 15.1, 13530.82, 6
1758854524.5947134, 16.1, 14884.54, 6
1758854525.5957713, 17.1, 19282.26, 6
1758854526.5970526, 18.1, 20607.66, 6
1758854527.5984943, 19.1, 20892.88, 6
1758854528.59929, 20.1, 20176.28, 7
1758854529.60061, 21.1, 21744.74, 7
1758854530.6018717, 22.1, 22941.79, 7
1758854531.6031048, 23.1, 23495.44, 7
1758854532.604679, 24.1, 23712.5, 7
1758854533.605196, 25.1, 23770.75, 8
1758854534.6064007, 26.1, 25134.84, 8
1758854535.6073604, 27.1, 25916.6, 8
1758854536.6085203, 28.1, 27123.52, 8
1758854537.6081035, 29.1, 27162.31, 8
1758854538.6097903, 30.1, 26800.55, 8
1758854539.6111176, 31.1, 26040.34, 8
1758854540.612, 32.1, 27091.01, 8
1758854541.6126435, 33.1, 27757.9, 8
1758854542.6146016, 34.1, 27046.97, 8
1758854543.615394, 35.1, 27118.27, 8
1758854544.6165965, 36.1, 26357.01, 8
1758854545.6167712, 37.1, 26941.06, 8
1758854546.6180966, 38.1, 27357.35, 8
1758854547.619671, 39.1, 26354.91, 8
1758854548.6203067, 40.1, 25282.22, 7
1758854549.6200294, 41.1, 22843.23, 7
1758854550.6212912, 42.1, 24417.14, 7
1758854551.622244, 43.1, 23795.34, 7
1758854552.623833, 44.1, 23578.28, 7
1758854553.6248057, 45.1, 23008.7, 8
1758854554.625201, 46.1, 25965.88, 8
1758854555.6265144, 47.1, 27390.9, 8
1758854556.627114, 48.1, 26968.33, 8
1758854557.6272693, 49.1, 26991.39, 8
1758854558.628853, 50.1, 26224.89, 8
1758854559.6290045, 51.1, 26877.1, 8
1758854560.630112, 52.1, 26897.02, 8
1758854561.6300862, 53.1, 26527.92, 8
1758854562.6316779, 54.1, 26890.73, 8
1758854563.6331394, 55.1, 26496.47, 8
1758854564.6412973, 56.1, 26937.92, 8
1758854565.6354692, 57.1, 27085.77, 8
1758854566.6359296, 58.1, 26351.76, 8
1758854567.6368341, 59.1, 26496.47, 8
1758854568.6383367, 60.1, 26404.19, 8
1758854569.6390772, 61.1, 26945.26, 8
1758854570.6394665, 62.1, 26093.81, 8
1758854571.639804, 63.1, 25909.26, 8
1758854572.64115, 64.1, 25703.74, 8
1758854573.6415691, 65.1, 23888.66, 7
1758854574.6420105, 66.1, 23594.01, 7
1758854575.6430323, 67.1, 22939.7, 7
1758854576.6442103, 68.1, 22914.53, 7
1758854577.6448438, 69.1, 22904.05, 7
1758854578.6458678, 70.1, 23558.14, 8
1758854579.6474762, 71.1, 25836.08, 8
1758854580.6479208, 72.1, 26218.59, 8
1758854581.648198, 73.1, 25988.96, 8
1758854582.650419, 74.1, 26155.68, 8
1758854583.6533153, 75.1, 26832.01, 8
1758854584.6520412, 76.1, 26466.06, 8
1758854585.652625, 77.1, 26570.92, 8
1758854586.655727, 78.1, 26042.43, 8
1758854587.6562698, 79.1, 26697.79, 8
1758854588.6566596, 80.1, 27431.8, 8
1758854589.6580105, 81.1, 27320.65, 8
1758854590.6587121, 82.1, 26511.15, 8
1758854591.6593063, 83.1, 26857.18, 8
1758854592.659636, 84.1, 26899.12, 8
1758854593.6664715, 85.1, 24159.19, 7
1758854594.6622763, 86.1, 23456.65, 7
1758854595.6634107, 87.1, 23508.03, 7
1758854596.66321, 88.1, 23741.86, 7
1758854597.6636467, 89.1, 23887.61, 8
1758854598.6651745, 90.1, 23703.9, 8
1758854599.6662192, 91.1, 26265.99, 8
1758854600.6678686, 92.1, 26665.29, 8
1758854601.6697328, 93.1, 27169.65, 8
1758854602.6698232, 94.1, 27339.52, 8
1758854603.670726, 95.1, 27201.11, 8
1758854604.6716075, 96.1, 26299.33, 8
1758854605.6737735, 97.1, 27061.65, 8
1758854606.673635, 98.1, 26751.27, 8
1758854607.6754851, 99.1, 27240.96, 8
1758854608.6759908, 100.1, 26174.55, 8
1758854609.6767488, 101.1, 26845.64, 8
1758854610.6783807, 102.2, 24494.74, 8
1758854611.6791847, 103.2, 27538.75, 8
1758854612.680791, 104.2, 26523.73, 8
1758854613.68126, 105.2, 26259.49, 8
1758854614.681719, 106.2, 27292.34, 8
1758854615.6834936, 107.2, 26459.77, 8
1758854616.6842363, 108.2, 27481.08, 8
1758854617.6855996, 109.2, 27275.56, 8
1758854618.6866245, 110.2, 26375.88, 8
1758854619.687566, 111.2, 27404.53, 8
1758854620.691251, 112.2, 26259.49, 8
1758854621.6898167, 113.2, 27515.68, 8
1758854622.6909537, 114.2, 26450.33, 8
1758854623.6919177, 115.2, 26773.29, 8
1758854624.693118, 116.2, 27152.88, 8
1758854625.6949356, 117.2, 26844.59, 8
1758854626.6961155, 118.2, 26521.63, 8
1758854627.6972485, 119.2, 26033.0, 8
1758854628.6980717, 120.2, 27278.7, 8
1758854629.6980383, 121.2, 27378.32, 8
1758854630.6996505, 122.2, 27131.9, 8
1758854631.7004645, 123.2, 26250.05, 8
1758854632.7031353, 124.2, 25643.97, 7
1758854633.7014337, 125.2, 23408.41, 7
1758854634.703305, 126.2, 23563.6, 7
1758854635.702385, 127.2, 23316.14, 7
1758854636.7030063, 128.2, 23808.97, 7
1758854637.7051532, 129.2, 23056.72, 8
1758854638.7050934, 130.2, 24737.38, 8
1758854639.706087, 131.2, 27063.75, 8
1758854640.70828, 132.2, 27043.82, 8
1758854641.7078266, 133.2, 26724.01, 8
1758854642.7086065, 134.2, 26468.16, 8
1758854643.7099833, 135.2, 27127.71, 8
1758854644.7107618, 136.2, 25987.91, 8
1758854645.712044, 137.2, 26964.13, 8
1758854646.7117696, 138.2, 26983.01, 8
1758854647.713553, 139.2, 26098.01, 8
1758854648.7142873, 140.2, 27247.25, 8
1758854649.7172513, 141.2, 26481.79, 8
1758854650.716282, 142.2, 26280.46, 8
1758854651.7161403, 143.2, 26402.1, 8
1758854652.7169821, 144.2, 26153.58, 8
1758854653.71803, 145.2, 26238.52, 8
1758854654.7185798, 146.2, 25648.17, 8
1758854655.7198567, 147.2, 26153.58, 8
1758854656.7201169, 148.2, 25785.53, 8
1758854657.7206342, 149.2, 26902.27, 8
1758854658.7217703, 150.2, 26136.81, 8
1758854659.723975, 151.2, 25998.39, 8
1758854660.7244852, 152.2, 26213.35, 8
1758854661.7244406, 153.2, 26605.52, 8
1758854662.725667, 154.2, 26064.45, 8
1758854663.7259984, 155.2, 25867.32, 8
1758854664.7271767, 156.2, 26169.31, 8
1758854665.7282426, 157.2, 27154.97, 8
1758854666.7297251, 158.2, 26126.32, 8
1758854667.7324529, 159.2, 26173.51, 8
1758854668.7335248, 160.2, 26252.15, 8
1758854669.7329314, 161.2, 26176.65, 8
1758854670.7330153, 162.2, 27007.12, 8
1758854671.7350783, 163.2, 26701.99, 8
1758854672.7363627, 164.2, 26732.4, 8
1758854673.7370584, 165.2, 27269.27, 8
1758854674.738535, 166.2, 27036.48, 8
1758854675.74216, 167.2, 26158.83, 8
1758854676.7410734, 168.2, 26700.94, 8
1758854677.7410424, 169.2, 27309.11, 8
1758854678.7423735, 170.2, 26262.63, 8
1758854679.7436292, 171.2, 27318.55, 8
1758854680.7437522, 172.2, 26749.17, 8
1758854681.7464094, 173.2, 27221.03, 8
1758854682.7464118, 174.2, 24105.71, 7
1758854683.7488012, 175.2, 20551.04, 7
1758854684.7475636, 176.2, 22750.95, 7
1758854685.7493672, 177.2, 23797.43, 7
1758854686.7501287, 178.2, 23853.01, 7
1758854687.7512748, 179.2, 22185.56, 8
1758854688.7529328, 180.2, 26196.79, 8
1758854689.7537568, 181.2, 24177.02, 8
1758854690.7556672, 182.2, 24476.91, 8
1758854691.7565155, 183.2, 25526.53, 8
1758854692.7580802, 184.2, 26293.04, 8
1758854693.7586787, 185.2, 27216.84, 8
1758854694.7603076, 186.2, 27523.02, 8
1758854695.7617018, 187.2, 26759.66, 8
1758854696.762686, 188.2, 27225.23, 8
1758854697.7630663, 189.2, 26816.28, 8
1758854698.76523, 190.2, 26913.8, 8
1758854699.7659938, 191.2, 27330.08, 8
1758854700.7672892, 192.2, 27179.09, 8
1758854701.7682245, 193.2, 27193.77, 8
1758854702.771141, 194.2, 27022.85, 8
1758854703.7727864, 195.2, 26035.09, 8
1758854704.7722113, 196.2, 27222.08, 8
1758854705.7735348, 197.2, 26682.06, 8
1758854706.7737048, 198.2, 26568.82, 8
1758854707.77557, 199.2, 27283.95, 8
1758854708.7757342, 200.2, 27138.2, 8
1758854709.777552, 201.2, 26600.28, 8
1758854710.7782867, 202.3, 24226.87, 8
1758854711.7811139, 203.3, 26479.69, 8
1758854712.7799575, 204.3, 27055.36, 8
1758854713.7810807, 205.3, 26890.73, 8
1758854714.7813172, 206.3, 27119.32, 8
1758854715.7814286, 207.3, 26400.0, 8
1758854716.7820756, 208.3, 26986.15, 8
1758854717.783101, 209.3, 26956.79, 8
1758854718.7839148, 210.3, 27085.77, 8
1758854719.7839892, 211.3, 26857.18, 8
1758854720.7868037, 212.3, 26423.07, 8
1758854721.786298, 213.3, 27060.6, 8
1758854722.7875361, 214.3, 26406.29, 8
1758854723.7892263, 215.3, 27563.92, 8
1758854724.7903666, 216.3, 26336.03, 8
1758854725.7915306, 217.3, 26193.43, 8
1758854726.791779, 218.3, 27185.38, 8
1758854727.792736, 219.3, 26493.32, 8
1758854728.7930412, 220.3, 26765.95, 8
1758854729.7934418, 221.3, 27007.12, 8
1758854730.7946727, 222.3, 26724.01, 8
1758854731.7954369, 223.3, 26316.11, 7
1758854732.7970808, 224.3, 23486.01, 7
1758854733.7978477, 225.3, 23247.98, 7
1758854734.7986412, 226.3, 22865.25, 7
1758854735.79969, 227.3, 23480.76, 7
1758854736.8020196, 228.3, 22527.18, 8
1758854737.8010333, 229.3, 24415.47, 8
1758854738.803071, 230.3, 26560.43, 8
1758854739.8035245, 231.3, 26210.21, 8
1758854740.8042338, 232.3, 26868.71, 8
1758854741.806801, 233.3, 26219.64, 8
1758854742.8065712, 234.3, 27162.31, 8
1758854743.8073833, 235.3, 25942.82, 8
1758854744.8080754, 236.3, 25823.28, 8
1758854745.8087637, 237.3, 26425.16, 8
1758854746.808731, 238.3, 26453.48, 8
1758854747.8096092, 239.3, 26858.23, 8
1758854748.8109078, 240.3, 26301.43, 8
1758854749.8125722, 241.3, 26261.59, 8
1758854750.8129768, 242.3, 25912.41, 8
1758854751.8137617, 243.3, 24864.88, 7
1758854752.8145728, 244.3, 23390.58, 7
1758854753.8155296, 245.3, 23150.46, 7
1758854754.8165593, 246.3, 23588.77, 7
1758854755.817685, 247.3, 23674.75, 7
1758854756.8191233, 248.3, 24051.53, 8
1758854757.8207493, 249.3, 25339.54, 8
1758854758.8211806, 250.3, 26785.87, 8
1758854759.8225386, 251.3, 27157.07, 8
1758854760.822532, 252.3, 26669.48, 8
1758854761.823684, 253.3, 27037.53, 8
1758854762.8250678, 254.3, 26969.37, 8
1758854763.8268595, 255.3, 26653.75, 8
1758854764.82703, 256.3, 26236.42, 8
1758854765.8279915, 257.3, 27345.81, 8
1758854766.8295362, 258.3, 27604.81, 8
1758854767.830988, 259.3, 25994.2, 8
1758854768.8312166, 260.3, 26819.43, 8
1758854769.8317182, 261.3, 26301.43, 8
1758854770.832374, 262.3, 27607.96, 8
1758854771.8336737, 263.3, 26981.96, 8
1758854772.8350017, 264.3, 26789.02, 8
1758854773.837027, 265.3, 27219.98, 8
1758854774.8371725, 266.3, 26496.47, 8
1758854775.837868, 267.3, 27362.59, 8
1758854776.8391347, 268.3, 26281.51, 8
1758854777.8413558, 269.3, 26494.37, 8
1758854778.8410585, 270.3, 26446.14, 8
1758854779.8408217, 271.3, 27967.62, 8
1758854780.8417156, 272.3, 26490.18, 8
1758854781.8432472, 273.3, 24151.85, 7
1758854782.8434818, 274.3, 23953.67, 7
1758854783.8443913, 275.3, 23500.69, 7
1758854784.8451471, 276.3, 23217.57, 7
1758854785.8460393, 277.3, 23752.34, 7
1758854786.8468971, 278.3, 23302.29, 8
1758854787.848799, 279.3, 25864.39, 8
1758854788.849378, 280.3, 26976.71, 8
1758854789.8499985, 281.3, 27387.76, 8
1758854790.8515775, 282.3, 25813.84, 8
1758854791.8522885, 283.3, 27119.32, 8
1758854792.8536818, 284.3, 26833.06, 8
1758854793.8547213, 285.3, 27356.3, 8
1758854794.85599, 286.3, 26750.22, 8
1758854795.8563385, 287.3, 26309.82, 8
1758854796.8571742, 288.3, 26578.26, 8
1758854797.8569267, 289.3, 27398.24, 8
1758854798.858146, 290.3, 26105.35, 8
1758854799.8588297, 291.3, 26832.01, 8
1758854800.85974, 292.3, 26721.91, 8
1758854801.8608818, 293.3, 24286.07, 7
1758854802.8630917, 294.3, 24076.35, 7
1758854803.8633907, 295.3, 23222.81, 7
1758854804.864525, 296.3, 23683.14, 7
1758854805.8645458, 297.3, 24054.33, 7
1758854806.8658476, 298.3, 23126.13, 8
1758854807.8668506, 299.3, 27451.93, 8
1758854808.8682773, 300.3, 26339.18, 8
1758854809.8684504, 301.3, 26864.52, 8
1758854810.8691976, 302.3, 26652.7, 8
1758854811.8705754, 303.3, 27672.97, 8
1758854812.8715491, 304.3, 26809.99, 8
1758854813.8728895, 305.3, 27009.22, 8
1758854814.8732588, 306.3, 26798.46, 8
1758854815.8750732, 307.3, 25926.04, 8
1758854816.8755584, 308.3, 27388.81, 8
1758854817.876622, 309.3, 27325.89, 8
1758854818.8772898, 310.3, 26460.82, 8
1758854819.877951, 311.3, 26244.81, 8
1758854820.8777626, 312.4, 23650.16, 8
1758854821.8778887, 313.4, 26760.71, 8
1758854822.8794208, 314.4, 25765.61, 8
1758854823.8801212, 315.4, 26557.28, 8
1758854824.879883, 316.4, 26091.72, 8
1758854825.8800178, 317.4, 26163.02, 8
1758854826.881278, 318.4, 26348.62, 8
1758854827.8808467, 319.4, 26303.53, 8
1758854828.8825471, 320.4, 26311.92, 8
1758854829.883319, 321.4, 25950.16, 8
1758854830.884173, 322.4, 26450.33, 8
1758854831.8850446, 323.4, 26370.64, 8
1758854832.8865767, 324.4, 26612.86, 8
1758854833.8874555, 325.4, 26850.89, 8
1758854834.8878512, 326.4, 26108.49, 8
1758854835.8885944, 327.4, 26324.5, 8
1758854836.8900917, 328.4, 26277.31, 8
1758854837.8908567, 329.4, 26782.73, 8
1758854838.8919916, 330.4, 26629.64, 8
1758854839.8924274, 331.4, 27107.79, 8
1758854840.8941884, 332.4, 26455.57, 7
